Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,Notes
2021,California,Contra Costa,Surgical Site Infections (SSI),Small bowel surgery,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,10,0,0.15,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Spinal fusion,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,14,0,0.2,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Thoracic surgery,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,6,0,0.09,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),All procedures,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,363,7,2.55,2.74,1.2,5.42,Worse,No,
2021,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,97,0,0.7,0,0,5.29,Same,Yes,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,6,0,0.05,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Cardiac surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,15,0,0.11,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Colon surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,10,0,0.25,0,0,14.94,Same,Yes,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,23,0,0.08,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,11,0,0.01,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Hip prosthesis,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Knee prosthesis,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Laminectomy,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,56,1,0.36,2.79,0.07,15.56,Same,No,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),Rectal surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,9,0,0.03,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,24,0,0.32,0,0,11.46,Same,Yes,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),Spinal fusion,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,73,6,0.61,9.82,3.6,21.37,Worse,No,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),Thoracic surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,37,0,0.03,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),All procedures,140000190,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,"Community, >250 Beds",32,0,0.2,0,0,18.44,Same,Yes,¥ See Data Dictionary
2021,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,140000190,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,"Community, >250 Beds",29,0,0.2,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000190,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Gallbladder surgery,140000190,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,"Community, >250 Beds",2,0,0,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),All procedures,140000191,"Kaiser Foundation Hospital, Richmond Campus",Acute Care Hospital,Major Teaching,4,0,0,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,140000191,"Kaiser Foundation Hospital, Richmond Campus",Acute Care Hospital,Major Teaching,2,0,0,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Gallbladder surgery,140000191,"Kaiser Foundation Hospital, Richmond Campus",Acute Care Hospital,Major Teaching,2,0,0,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),All procedures,140000195,Contra Costa Regional Medical Center,Acute Care Hospital,Major Teaching,11,0,0.02,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,140000195,Contra Costa Regional Medical Center,Acute Care Hospital,Major Teaching,5,0,0.01,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Cesarean section,140000195,Contra Costa Regional Medical Center,Acute Care Hospital,Major Teaching,6,0,0.01,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),All procedures,140000196,"John Muir Medical Center, Concord Campus",Acute Care Hospital,Major Teaching,4,0,0.01,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,140000196,"John Muir Medical Center, Concord Campus",Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000196,"John Muir Medical Center, Concord Campus",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Gallbladder surgery,140000196,"John Muir Medical Center, Concord Campus",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),All procedures,140000704,San Ramon Regional Medical Center,Acute Care Hospital,"Community, <125 Beds",4,0,0.01,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,140000704,San Ramon Regional Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Laminectomy,140000704,San Ramon Regional Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Spinal fusion,140000704,San Ramon Regional Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),All procedures,140000797,Stanford Health Care - ValleyCare,Acute Care Hospital,Major Teaching,8,0,0.01,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140000797,Stanford Health Care - ValleyCare,Acute Care Hospital,Major Teaching,6,0,0.01,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000797,Stanford Health Care - ValleyCare,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,140000797,Stanford Health Care - ValleyCare,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),All procedures,140001086,"Kaiser Foundation Hospital, Fremont",Acute Care Hospital,"Community, <125 Beds",3,0,0,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140001086,"Kaiser Foundation Hospital, Fremont",Acute Care Hospital,"Community, <125 Beds",3,0,0,,,,,,
2021,California,Sonoma,Surgical Site Infections (SSI),All procedures,140001268,Providence Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",20,0,0.1,,,,,,
2021,California,Sonoma,Surgical Site Infections (SSI),Appendix surgery,140001268,Providence Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",16,0,0.05,,,,,,
2021,California,Sonoma,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140001268,Providence Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",2,0,0.01,,,,,,
2021,California,Sonoma,Surgical Site Infections (SSI),Spinal fusion,140001268,Providence Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",2,0,0.04,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000008,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,12,0,0.06,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000008,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,11,0,0.06,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000008,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,San Mateo,Surgical Site Infections (SSI),All procedures,220000009,"Kaiser Foundation Hospital, South San Francisco",Acute Care Hospital,"Community, <125 Beds",5,0,0.01,,,,,,
2021,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,220000009,"Kaiser Foundation Hospital, South San Francisco",Acute Care Hospital,"Community, <125 Beds",4,0,0.01,,,,,,
2021,California,San Mateo,Surgical Site Infections (SSI),Gallbladder surgery,220000009,"Kaiser Foundation Hospital, South San Francisco",Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,
2021,California,San Mateo,Surgical Site Infections (SSI),All procedures,220000010,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,220000010,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000015,UCSF Medical Center at Mount Zion,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Hip prosthesis,220000015,UCSF Medical Center at Mount Zion,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,San Mateo,Surgical Site Infections (SSI),All procedures,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,"Community, 125-250 Beds",15,0,0.08,,,,,,
2021,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,"Community, 125-250 Beds",14,0,0.08,,,,,,
2021,California,San Mateo,Surgical Site Infections (SSI),Cesarean section,220000017,Mills-Peninsula Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000018,"California Pacific Medical Center, Mission Bernal Campus",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000018,"California Pacific Medical Center, Mission Bernal Campus",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000019,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,18,0,0.51,0,0,7.26,Same,Yes,¥ See Data Dictionary
2021,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000019,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,12,0,0.08,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000019,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,3,0,0.35,0,0,10.54,Same,Yes,¥ See Data Dictionary
2021,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000019,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,1,0,0.03,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000019,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,1,0,0.04,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Spinal fusion,220000019,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000022,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,98,0,0.66,0,0,5.59,Same,Yes,¥ See Data Dictionary
2021,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000022,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,60,0,0.41,0,0,8.91,Same,Yes,¥ See Data Dictionary
2021,California,San Francisco,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000022,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000022,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,1,0,0.06,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000022,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,21,0,0.07,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000022,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,3,0,0,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Rectal surgery,220000022,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000022,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,7,0,0.1,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Thoracic surgery,220000022,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,4,0,0,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000030,St. Mary's Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000030,St. Mary's Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000030,St. Mary's Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,7,0,0.09,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Cardiac surgery,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Laminectomy,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,San Francisco,Surgical Site Infections (SSI),Spinal fusion,220000031,UCSF Medical Center,Acute Care Hospital,Major Teaching,5,0,0.08,,,,,,
2021,California,Shasta,Surgical Site Infections (SSI),All procedures,230000010,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",44,1,0.15,,,,,,
2021,California,Shasta,Surgical Site Infections (SSI),Appendix surgery,230000010,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",38,1,0.14,,,,,,
2021,California,Shasta,Surgical Site Infections (SSI),Cesarean section,230000010,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",3,0,0,,,,,,
2021,California,Shasta,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000010,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Shasta,Surgical Site Infections (SSI),Gallbladder surgery,230000010,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",2,0,0,,,,,,
2021,California,Siskiyou,Surgical Site Infections (SSI),All procedures,230000012,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,4,0,0.01,,,,,,
2021,California,Siskiyou,Surgical Site Infections (SSI),Appendix surgery,230000012,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,4,0,0.01,,,,,,
2021,California,Butte,Surgical Site Infections (SSI),All procedures,230000013,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",54,0,0.2,,,,,,
2021,California,Butte,Surgical Site Infections (SSI),Appendix surgery,230000013,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",48,0,0.15,,,,,,
2021,California,Butte,Surgical Site Infections (SSI),Cesarean section,230000013,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",3,0,0,,,,,,
2021,California,Butte,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000013,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",2,0,0.03,,,,,,
2021,California,Butte,Surgical Site Infections (SSI),Small bowel surgery,230000013,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",1,0,0.01,,,,,,
2021,California,Butte,Surgical Site Infections (SSI),All procedures,230000014,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.01,,,,,,
2021,California,Butte,Surgical Site Infections (SSI),Appendix surgery,230000014,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Butte,Surgical Site Infections (SSI),Cesarean section,230000014,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Butte,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000014,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Butte,Surgical Site Infections (SSI),Small bowel surgery,230000014,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,
2021,California,Plumas,Surgical Site Infections (SSI),All procedures,230000015,Plumas District Hospital,Critical Access Hospital,Critical Access,5,0,0.01,,,,,,
2021,California,Plumas,Surgical Site Infections (SSI),Appendix surgery,230000015,Plumas District Hospital,Critical Access Hospital,Critical Access,5,0,0.01,,,,,,
2021,California,Shasta,Surgical Site Infections (SSI),All procedures,230000016,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",12,0,0.02,,,,,,
2021,California,Shasta,Surgical Site Infections (SSI),Appendix surgery,230000016,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",9,0,0.01,,,,,,
2021,California,Shasta,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000016,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01,,,,,,
2021,California,Shasta,Surgical Site Infections (SSI),Thoracic surgery,230000016,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Siskiyou,Surgical Site Infections (SSI),All procedures,230000019,Fairchild Medical Center,Critical Access Hospital,Critical Access,5,0,0.01,,,,,,
2021,California,Siskiyou,Surgical Site Infections (SSI),Appendix surgery,230000019,Fairchild Medical Center,Critical Access Hospital,Critical Access,3,0,0,,,,,,
2021,California,Siskiyou,Surgical Site Infections (SSI),Cesarean section,230000019,Fairchild Medical Center,Critical Access Hospital,Critical Access,1,0,0,,,,,,
2021,California,Siskiyou,Surgical Site Infections (SSI),Gallbladder surgery,230000019,Fairchild Medical Center,Critical Access Hospital,Critical Access,1,0,0,,,,,,
2021,California,Tehama,Surgical Site Infections (SSI),All procedures,230000020,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,24,0,0.04,,,,,,
2021,California,Tehama,Surgical Site Infections (SSI),Appendix surgery,230000020,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,22,0,0.03,,,,,,
2021,California,Tehama,Surgical Site Infections (SSI),Cesarean section,230000020,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Tehama,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000020,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Yuba,Surgical Site Infections (SSI),All procedures,230000261,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.05,,,,,,
2021,California,Yuba,Surgical Site Infections (SSI),Appendix surgery,230000261,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.02,,,,,,
2021,California,Yuba,Surgical Site Infections (SSI),Cesarean section,230000261,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",3,0,0,,,,,,
2021,California,Yuba,Surgical Site Infections (SSI),Colon surgery,230000261,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.02,,,,,,
2021,California,Yuba,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000261,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Nevada,Surgical Site Infections (SSI),All procedures,230000265,Tahoe Forest Hospital,Critical Access Hospital,Critical Access,7,0,0.01,,,,,,
2021,California,Nevada,Surgical Site Infections (SSI),Appendix surgery,230000265,Tahoe Forest Hospital,Critical Access Hospital,Critical Access,5,0,0.01,,,,,,
2021,California,Nevada,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000265,Tahoe Forest Hospital,Critical Access Hospital,Critical Access,1,0,0,,,,,,
2021,California,Nevada,Surgical Site Infections (SSI),Hip prosthesis,230000265,Tahoe Forest Hospital,Critical Access Hospital,Critical Access,1,0,0,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),All procedures,240000001,Barstow Community Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.01,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,240000001,Barstow Community Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.01,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Colon surgery,240000001,Barstow Community Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),All procedures,240000003,Chino Valley Medical Center,Acute Care Hospital,"Community, <125 Beds",29,0,0.02,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,240000003,Chino Valley Medical Center,Acute Care Hospital,"Community, <125 Beds",25,0,0.02,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Gallbladder surgery,240000003,Chino Valley Medical Center,Acute Care Hospital,"Community, <125 Beds",4,0,0,,,,,,
2021,California,Mono,Surgical Site Infections (SSI),All procedures,240000005,Mammoth Hospital,Critical Access Hospital,Critical Access,5,0,0.03,,,,,,
2021,California,Mono,Surgical Site Infections (SSI),Appendix surgery,240000005,Mammoth Hospital,Critical Access Hospital,Critical Access,3,0,0,,,,,,
2021,California,Mono,Surgical Site Infections (SSI),Colon surgery,240000005,Mammoth Hospital,Critical Access Hospital,Critical Access,1,0,0.02,,,,,,
2021,California,Mono,Surgical Site Infections (SSI),Small bowel surgery,240000005,Mammoth Hospital,Critical Access Hospital,Critical Access,1,0,0.01,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),All procedures,240000009,Montclair Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",13,0,0.01,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,240000009,Montclair Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",11,0,0.01,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Gallbladder surgery,240000009,Montclair Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),All procedures,240000014,Hi-Desert Medical Center,Acute Care Hospital,"Community, <125 Beds",5,0,0,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,240000014,Hi-Desert Medical Center,Acute Care Hospital,"Community, <125 Beds",5,0,0,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),All procedures,240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,176,0,0.82,0,0,4.53,Same,Yes,¥ See Data Dictionary
2021,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,96,0,0.4,0,0,9.13,Same,Yes,¥ See Data Dictionary
2021,California,San Bernardino,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,8,0,0.07,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Cesarean section,240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,3,0,0.04,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Colon surgery,240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,9,0,0.1,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,12,0,0.04,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Gallbladder surgery,240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,13,0,0.01,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Laminectomy,240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,8,0,0.05,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Rectal surgery,240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Small bowel surgery,240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,10,0,0.09,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Spinal fusion,240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Thoracic surgery,240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,14,0,0.01,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),All procedures,240000027,Loma Linda University Medical Center,Acute Care Hospital,Major Teaching,11,0,0.28,0,0,13.22,Same,Yes,¥ See Data Dictionary
2021,California,San Bernardino,Surgical Site Infections (SSI),Cardiac surgery,240000027,Loma Linda University Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),240000027,Loma Linda University Medical Center,Acute Care Hospital,Major Teaching,3,0,0.09,,,,,,
2021,California,San Bernardino,Surgical Site Infections (SSI),Small bowel surgery,240000027,Loma Linda University Medical Center,Acute Care Hospital,Major Teaching,1,0,0.04,,,,,,
