Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2021,California,Kern,Surgical Site Infections (SSI),Appendix surgery,120000413,Adventist Health Tehachapi Valley,Critical Access Hospital,Critical Access,31,1,0.1,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Colon surgery,120000413,Adventist Health Tehachapi Valley,Critical Access Hospital,Critical Access,5,0,0.07,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),120000413,Adventist Health Tehachapi Valley,Critical Access Hospital,Critical Access,7,0,0.02,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Gallbladder surgery,120000413,Adventist Health Tehachapi Valley,Critical Access Hospital,Critical Access,22,0,0.04,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Gastric surgery,120000413,Adventist Health Tehachapi Valley,Critical Access Hospital,Critical Access,3,0,0.02,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Hip prosthesis,120000413,Adventist Health Tehachapi Valley,Critical Access Hospital,Critical Access,20,0,0.15,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Knee prosthesis,120000413,Adventist Health Tehachapi Valley,Critical Access Hospital,Critical Access,24,0,0.1,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Open reduction of fracture,120000413,Adventist Health Tehachapi Valley,Critical Access Hospital,Critical Access,6,0,0.02,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Small bowel surgery,120000413,Adventist Health Tehachapi Valley,Critical Access Hospital,Critical Access,2,0,0.04,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),All procedures,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",1907,3,5.26,0.57,0.15,1.55,Same,Yes,,
2021,California,Kern,Surgical Site Infections (SSI),Appendix surgery,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",174,1,0.44,2.29,0.06,12.75,Same,No,2.45,¥ See Data Dictionary
2021,California,Kern,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Cesarean section,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",727,0,0.49,0,0,7.5,Same,Yes,1.51,¥ See Data Dictionary
2021,California,Kern,Surgical Site Infections (SSI),Colon surgery,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",24,0,0.42,0,0,8.85,Same,Yes,0,¥ See Data Dictionary
2021,California,Kern,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",63,0,0.27,0,0,13.71,Same,Yes,0,¥ See Data Dictionary
2021,California,Kern,Surgical Site Infections (SSI),Gallbladder surgery,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",190,0,0.27,0,0,13.92,Same,Yes,0,¥ See Data Dictionary
2021,California,Kern,Surgical Site Infections (SSI),Gastric surgery,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",146,0,0.43,0,0,8.56,Same,Yes,4.95,¥ See Data Dictionary
2021,California,Kern,Surgical Site Infections (SSI),Hip prosthesis,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",74,1,0.49,2.05,0.05,11.39,Same,No,1.54,¥ See Data Dictionary
2021,California,Kern,Surgical Site Infections (SSI),"Hysterectomy, abdominal",120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",102,1,0.51,1.95,0.05,10.88,Same,No,4.38,¥ See Data Dictionary
2021,California,Kern,Surgical Site Infections (SSI),"Hysterectomy, vaginal",120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",20,0,0.08,,,,,,0,
2021,California,Kern,Surgical Site Infections (SSI),Kidney surgery,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Knee prosthesis,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",105,0,0.29,0,0,12.68,Same,Yes,0,¥ See Data Dictionary
2021,California,Kern,Surgical Site Infections (SSI),Laminectomy,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0.01,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Open reduction of fracture,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",102,0,0.57,0,0,6.51,Same,Yes,0,¥ See Data Dictionary
2021,California,Kern,Surgical Site Infections (SSI),Ovarian surgery,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",50,0,0.03,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Rectal surgery,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",16,0,0.22,0,0,16.54,Same,Yes,,¥ See Data Dictionary
2021,California,Kern,Surgical Site Infections (SSI),Small bowel surgery,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",28,0,0.57,0,0,6.51,Same,Yes,3.45,¥ See Data Dictionary
2021,California,Kern,Surgical Site Infections (SSI),Spinal fusion,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.01,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Spleen surgery,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Thoracic surgery,120000701,Mercy Southwest Hospital,Acute Care Hospital,"Community, <125 Beds",76,0,0.15,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),All procedures,120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",227,2,1.04,1.92,0.32,6.34,Same,No,,
2021,California,Kern,Surgical Site Infections (SSI),Appendix surgery,120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",7,0,0.02,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Cardiac surgery,120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",26,0,0.06,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Colon surgery,120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",13,1,0.23,4.37,0.11,24.33,Same,No,0,¥ See Data Dictionary
2021,California,Kern,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",52,0,0.21,0,0,17.91,Same,Yes,,¥ See Data Dictionary
2021,California,Kern,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.02,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",11,0,0.08,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Gallbladder surgery,120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",13,1,0.04,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Gastric surgery,120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.04,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Hip prosthesis,120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.02,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Knee prosthesis,120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",9,0,0.02,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Laminectomy,120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",6,0,0.02,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Open reduction of fracture,120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.01,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Pacemaker surgery,120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",51,0,0.1,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Small bowel surgery,120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",6,0,0.11,,,,,,,
2021,California,Kern,Surgical Site Infections (SSI),Spinal fusion,120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",16,0,0.07,,,,,,0,
2021,California,Kern,Surgical Site Infections (SSI),Thoracic surgery,120001330,Bakersfield Heart Hospital,Acute Care Hospital,"Community, <125 Beds",6,0,0.01,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),All procedures,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,4943,20,32.16,0.62,0.39,0.94,Better,Yes,,
2021,California,Tulare,Surgical Site Infections (SSI),Appendix surgery,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,179,2,1.29,1.55,0.26,5.12,Same,No,0,
2021,California,Tulare,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,10,0,0.22,0,0,16.47,Same,Yes,,¥ See Data Dictionary
2021,California,Tulare,Surgical Site Infections (SSI),Cardiac surgery,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,108,0,0.61,0,0,6.1,Same,Yes,,¥ See Data Dictionary
2021,California,Tulare,Surgical Site Infections (SSI),Cesarean section,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,1503,1,3.09,0.32,0.02,1.6,Same,Yes,1.23,
2021,California,Tulare,Surgical Site Infections (SSI),Colon surgery,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,145,3,5.66,0.53,0.14,1.44,Same,Yes,0.25,
2021,California,Tulare,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,207,1,2.39,0.42,0.02,2.07,Same,Yes,,
2021,California,Tulare,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,291,0,3.35,0,0,0.9,Better,Yes,0,
2021,California,Tulare,Surgical Site Infections (SSI),Gallbladder surgery,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,423,3,1.64,1.83,0.47,4.97,Same,No,1.14,
2021,California,Tulare,Surgical Site Infections (SSI),Gastric surgery,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,48,0,0.66,0,0,5.62,Same,Yes,0,¥ See Data Dictionary
2021,California,Tulare,Surgical Site Infections (SSI),Hip prosthesis,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,212,0,1.93,0,0,1.55,Same,Yes,1.65,
2021,California,Tulare,Surgical Site Infections (SSI),"Hysterectomy, abdominal",120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,88,1,0.66,1.52,0.04,8.48,Same,No,3.92,¥ See Data Dictionary
2021,California,Tulare,Surgical Site Infections (SSI),"Hysterectomy, vaginal",120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,7,0,0.05,,,,,,3.61,
2021,California,Tulare,Surgical Site Infections (SSI),Kidney surgery,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,33,0,0.11,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),Knee prosthesis,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,239,1,0.92,1.08,0.03,6.04,Same,No,1.07,¥ See Data Dictionary
2021,California,Tulare,Surgical Site Infections (SSI),Laminectomy,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,314,0,1.5,0,0,1.99,Same,Yes,5.92,
2021,California,Tulare,Surgical Site Infections (SSI),Open reduction of fracture,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,353,3,2.08,1.45,0.37,3.93,Same,No,1.98,
2021,California,Tulare,Surgical Site Infections (SSI),Ovarian surgery,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,80,0,0.06,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),Pacemaker surgery,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,237,0,0.44,0,0,8.48,Same,Yes,1.65,¥ See Data Dictionary
2021,California,Tulare,Surgical Site Infections (SSI),Rectal surgery,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,16,0,0.34,0,0,10.85,Same,Yes,0,¥ See Data Dictionary
2021,California,Tulare,Surgical Site Infections (SSI),Small bowel surgery,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,101,3,1.94,1.55,0.39,4.2,Same,No,0,
2021,California,Tulare,Surgical Site Infections (SSI),Spinal fusion,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,252,2,2.72,0.74,0.12,2.43,Same,No,0.66,
2021,California,Tulare,Surgical Site Infections (SSI),Spleen surgery,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,13,0,0.1,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),Thoracic surgery,120001444,Kaweah Health Medical Center,Acute Care Hospital,Major Teaching,84,0,0.41,0,0,9.06,Same,Yes,,¥ See Data Dictionary
2021,California,Tulare,Surgical Site Infections (SSI),All procedures,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",836,3,1.7,1.76,0.45,4.8,Same,No,,
2021,California,Tulare,Surgical Site Infections (SSI),Appendix surgery,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",44,0,0.11,,,,,,0,
2021,California,Tulare,Surgical Site Infections (SSI),Cesarean section,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",430,0,0.35,0,0,10.51,Same,Yes,0,¥ See Data Dictionary
2021,California,Tulare,Surgical Site Infections (SSI),Colon surgery,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.06,,,,,,3.1,
2021,California,Tulare,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",71,1,0.2,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),Gallbladder surgery,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",105,1,0.17,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),Hip prosthesis,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",18,0,0.11,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),"Hysterectomy, abdominal",120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",67,0,0.35,0,0,10.63,Same,Yes,0,¥ See Data Dictionary
2021,California,Tulare,Surgical Site Infections (SSI),"Hysterectomy, vaginal",120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.02,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),Knee prosthesis,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",64,1,0.21,4.74,0.12,26.41,Same,No,,¥ See Data Dictionary
2021,California,Tulare,Surgical Site Infections (SSI),Open reduction of fracture,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",16,0,0.09,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),Ovarian surgery,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.01,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),Pacemaker surgery,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",8,0,0.01,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),Rectal surgery,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.02,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),All procedures,120001467,Adventist Health Tulare,Acute Care Hospital,"Community, <125 Beds",236,1,0.68,1.47,0.04,8.18,Same,No,,¥ See Data Dictionary
2021,California,Tulare,Surgical Site Infections (SSI),Appendix surgery,120001467,Adventist Health Tulare,Acute Care Hospital,"Community, <125 Beds",63,0,0.15,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),Cesarean section,120001467,Adventist Health Tulare,Acute Care Hospital,"Community, <125 Beds",57,0,0.08,,,,,,0,
2021,California,Tulare,Surgical Site Infections (SSI),Colon surgery,120001467,Adventist Health Tulare,Acute Care Hospital,"Community, <125 Beds",5,0,0.12,,,,,,0,
2021,California,Tulare,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),120001467,Adventist Health Tulare,Acute Care Hospital,"Community, <125 Beds",16,1,0.13,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),Gallbladder surgery,120001467,Adventist Health Tulare,Acute Care Hospital,"Community, <125 Beds",85,0,0.09,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),Hip prosthesis,120001467,Adventist Health Tulare,Acute Care Hospital,"Community, <125 Beds",2,0,0.02,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),Knee prosthesis,120001467,Adventist Health Tulare,Acute Care Hospital,"Community, <125 Beds",4,0,0.02,,,,,,,
2021,California,Tulare,Surgical Site Infections (SSI),Small bowel surgery,120001467,Adventist Health Tulare,Acute Care Hospital,"Community, <125 Beds",4,0,0.08,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),All procedures,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",121,0,0.8,0,0,4.61,Same,Yes,,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",15,0,0.04,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Colon surgery,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",7,0,0.17,,,,,,0,
2021,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0.04,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",25,0,0.07,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Gastric surgery,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Hip prosthesis,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",31,0,0.23,0,0,15.83,Same,Yes,,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),"Hysterectomy, abdominal",140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.01,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Knee prosthesis,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Laminectomy,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",10,0,0.04,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Open reduction of fracture,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",17,0,0.09,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Ovarian surgery,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",6,0,0.1,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),All procedures,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,2325,13,12.7,1.02,0.57,1.71,Same,No,,
2021,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,112,0,0.7,0,0,5.26,Same,Yes,0,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,3,0,0.07,,,,,,0,
2021,California,Alameda,Surgical Site Infections (SSI),Cesarean section,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,1039,2,3.79,0.53,0.09,1.75,Same,Yes,0.48,
2021,California,Alameda,Surgical Site Infections (SSI),Colon surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,60,2,1.37,1.46,0.25,4.83,Same,No,0,
2021,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,100,0,0.44,0,0,8.4,Same,Yes,0,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,101,1,0.42,2.39,0.06,13.3,Same,No,1.78,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),Gastric surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,10,0,0.17,,,,,,4.72,
2021,California,Alameda,Surgical Site Infections (SSI),Hip prosthesis,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,135,0,0.78,0,0,4.73,Same,Yes,0,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),"Hysterectomy, abdominal",140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,79,0,0.93,0,0,3.97,Same,Yes,1.79,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),"Hysterectomy, vaginal",140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,2,0,0.02,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Knee prosthesis,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,143,1,0.62,1.62,0.04,9.02,Same,No,1.48,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),Laminectomy,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,224,4,1.01,3.98,1.26,9.59,Worse,No,0,
2021,California,Alameda,Surgical Site Infections (SSI),Open reduction of fracture,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,55,0,0.24,0,0,15.37,Same,Yes,0,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),Ovarian surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,62,0,0.05,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Rectal surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,10,0,0.15,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,43,2,0.82,2.45,0.3,8.87,Same,No,1,¥ See Data Dictionary
2021,California,Alameda,Surgical Site Infections (SSI),Spinal fusion,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,144,1,1.13,0.89,0.04,4.38,Same,No,2.07,
2021,California,Alameda,Surgical Site Infections (SSI),Thoracic surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Major Teaching,3,0,0.01,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),All procedures,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,23,0,0.16,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,3,0,0.01,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Cardiac surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Colon surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0.01,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,2,0,0.01,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Gastric surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,2,0,0.01,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Laminectomy,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Open reduction of fracture,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,4,0,0.07,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Ovarian surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Pacemaker surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0.01,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0.02,,,,,,,
2021,California,Alameda,Surgical Site Infections (SSI),Spinal fusion,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0.01,,,,,,0,
2021,California,Alameda,Surgical Site Infections (SSI),Thoracic surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,4,0,0.01,,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),All procedures,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",615,1,3.46,0.29,0.01,1.42,Same,Yes,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",53,0,0.17,,,,,,0,
2021,California,Contra Costa,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.09,,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Cardiac surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01,,,,,,,
2021,California,Contra Costa,Surgical Site Infections (SSI),Cesarean section,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",119,0,0.22,0,0,16.84,Same,Yes,2.44,¥ See Data Dictionary
2021,California,Contra Costa,Surgical Site Infections (SSI),Colon surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",43,0,0.92,0,0,3.99,Same,Yes,0,¥ See Data Dictionary
